facet_id,facet_name,domain,description,rubric_1,rubric_2,rubric_3,rubric_4,rubric_5,is_turn_level,polarity,weight,requires_context,evaluable_from_text,score_direction,prompt_hint,chunk_group
use_of_mathematical_formulas,Use of Mathematical Formulas,cognitive,Assesses the degree to which use of mathematical formulas is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Use of Mathematical Formulas] (domain: cognitive): Assesses the degree to which use of mathematical formulas is expressed or observable in the conversa Rate 1-5.,8
coarseness,Coarseness,safety,Assesses the degree to which coarseness is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Coarseness] (domain: safety): Assesses the degree to which coarseness is expressed or observable in the conversation turn. Rate 1-5.,9
sensitivity,Sensitivity,personality,Assesses the degree to which sensitivity is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Sensitivity] (domain: personality): Assesses the degree to which sensitivity is expressed or observable in the conversation turn. Rate 1-5.,9
divided_attention_ability,Divided Attention Ability,cognitive,Assesses the degree to which divided attention ability is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Divided Attention Ability] (domain: cognitive): Assesses the degree to which divided attention ability is expressed or observable in the conversatio Rate 1-5.,9
psychological_construct_acculturative_stress_score,Psychological construct: Acculturative Stress score,emotion,Assesses the degree to which psychological construct: acculturative stress score is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,lower_is_better,1.0,False,True,low=good,Score [Psychological construct: Acculturative Stress score] (domain: emotion): Assesses the degree to which psychological construct: acculturative stress score is expressed or obs Rate 1-5.,9
dauntlessness,Dauntlessness,personality,Assesses the degree to which dauntlessness is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Dauntlessness] (domain: personality): Assesses the degree to which dauntlessness is expressed or observable in the conversation turn. Rate 1-5.,9
concreteness,Concreteness,linguistic,Assesses the degree to which concreteness is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Concreteness] (domain: linguistic): Assesses the degree to which concreteness is expressed or observable in the conversation turn. Rate 1-5.,9
hysteria_hy,Hysteria (Hy),safety,Assesses the degree to which hysteria (hy) is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Hysteria (Hy)] (domain: safety): Assesses the degree to which hysteria (hy) is expressed or observable in the conversation turn. Rate 1-5.,9
jewish_spiritual_metric_sukkot_lulav_shaking_days,Jewish spiritual metric: Sukkot lulav-shaking days,spiritual_values,Assesses the degree to which jewish spiritual metric: sukkot lulav-shaking days is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Jewish spiritual metric: Sukkot lulav-shaking days] (domain: spiritual_values): Assesses the degree to which jewish spiritual metric: sukkot lulav-shaking days is expressed or obse Rate 1-5.,9
sentence_structure,Sentence Structure,linguistic,Assesses the degree to which sentence structure is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Sentence Structure] (domain: linguistic): Assesses the degree to which sentence structure is expressed or observable in the conversation turn. Rate 1-5.,9
esteem_needs,Esteem Needs,personality,Assesses the degree to which esteem needs is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Esteem Needs] (domain: personality): Assesses the degree to which esteem needs is expressed or observable in the conversation turn. Rate 1-5.,9
understanding_mechanical_concepts,Understanding mechanical concepts,personality,Assesses the degree to which understanding mechanical concepts is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Understanding mechanical concepts] (domain: personality): Assesses the degree to which understanding mechanical concepts is expressed or observable in the con Rate 1-5.,9
auditory_memory_recall,Auditory Memory Recall,linguistic,Assesses the degree to which auditory memory recall is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Auditory Memory Recall] (domain: linguistic): Assesses the degree to which auditory memory recall is expressed or observable in the conversation t Rate 1-5.,9
storytelling_proficiency,Storytelling proficiency,linguistic,Assesses the degree to which storytelling proficiency is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Storytelling proficiency] (domain: linguistic): Assesses the degree to which storytelling proficiency is expressed or observable in the conversation Rate 1-5.,9
music_lessons_years,Music-lessons years,health_lifestyle,Assesses the degree to which music-lessons years is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Music-lessons years] (domain: health_lifestyle): Assesses the degree to which music-lessons years is expressed or observable in the conversation turn Rate 1-5.,9
warmheartedness,Warmheartedness,emotion,Assesses the degree to which warmheartedness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Warmheartedness] (domain: emotion): Assesses the degree to which warmheartedness is expressed or observable in the conversation turn. Rate 1-5.,9
self_effacement,Self-effacement,personality,Assesses the degree to which self-effacement is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Self-effacement] (domain: personality): Assesses the degree to which self-effacement is expressed or observable in the conversation turn. Rate 1-5.,9
outspokenness,Outspokenness,pragmatics,Assesses the degree to which outspokenness is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Outspokenness] (domain: pragmatics): Assesses the degree to which outspokenness is expressed or observable in the conversation turn. Rate 1-5.,9
sleep_environment_temperature,Sleep-environment temperature,health_lifestyle,Assesses the degree to which sleep-environment temperature is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Sleep-environment temperature] (domain: health_lifestyle): Assesses the degree to which sleep-environment temperature is expressed or observable in the convers Rate 1-5.,9
comprehension_of_spoken_information,Comprehension of spoken information,linguistic,Assesses the degree to which comprehension of spoken information is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,True,True,high=good,Score [Comprehension of spoken information] (domain: linguistic): Assesses the degree to which comprehension of spoken information is expressed or observable in the c Rate 1-5.,9
blissfulness,Blissfulness,emotion,Assesses the degree to which blissfulness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Blissfulness] (domain: emotion): Assesses the degree to which blissfulness is expressed or observable in the conversation turn. Rate 1-5.,9
sequential_memory_recall,Sequential Memory Recall,linguistic,Assesses the degree to which sequential memory recall is expressed or observable in the conversation turn.,Communication is severely unclear or incoherent.,Frequent issues noticeably impede understanding.,Adequate clarity; generally understandable.,Mostly clear and articulate with minor issues.,"Exceptionally clear, precise, and polished.",True,higher_is_better,1.0,False,True,high=good,Score [Sequential Memory Recall] (domain: linguistic): Assesses the degree to which sequential memory recall is expressed or observable in the conversation Rate 1-5.,10
withdrawnness,Withdrawnness,personality,Assesses the degree to which withdrawnness is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,lower_is_better,1.0,False,True,low=good,Score [Withdrawnness] (domain: personality): Assesses the degree to which withdrawnness is expressed or observable in the conversation turn. Rate 1-5.,10
hindu_spiritual_metric_yoga_discipline_hours_week,Hindu spiritual metric: Yoga discipline hours / week,spiritual_values,Assesses the degree to which hindu spiritual metric: yoga discipline hours / week is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Hindu spiritual metric: Yoga discipline hours / week] (domain: spiritual_values): Assesses the degree to which hindu spiritual metric: yoga discipline hours / week is expressed or ob Rate 1-5.,10
conservatism,Conservatism,personality,Assesses the degree to which conservatism is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Conservatism] (domain: personality): Assesses the degree to which conservatism is expressed or observable in the conversation turn. Rate 1-5.,10
hindu_spiritual_metric_vrata_vows_observed_year,Hindu spiritual metric: Vrata vows observed / year,spiritual_values,Assesses the degree to which hindu spiritual metric: vrata vows observed / year is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Hindu spiritual metric: Vrata vows observed / year] (domain: spiritual_values): Assesses the degree to which hindu spiritual metric: vrata vows observed / year is expressed or obse Rate 1-5.,10
ardency,Ardency,emotion,Assesses the degree to which ardency is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Ardency] (domain: emotion): Assesses the degree to which ardency is expressed or observable in the conversation turn. Rate 1-5.,10
aesthetic_appreciation,Aesthetic Appreciation,spiritual_values,Assesses the degree to which aesthetic appreciation is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Aesthetic Appreciation] (domain: spiritual_values): Assesses the degree to which aesthetic appreciation is expressed or observable in the conversation t Rate 1-5.,10
value_orientation_universalism,Value orientation: Universalism,spiritual_values,Assesses the degree to which value orientation: universalism is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Value orientation: Universalism] (domain: spiritual_values): Assesses the degree to which value orientation: universalism is expressed or observable in the conve Rate 1-5.,10
perseverance,Perseverance,personality,Assesses the degree to which perseverance is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Perseverance] (domain: personality): Assesses the degree to which perseverance is expressed or observable in the conversation turn. Rate 1-5.,10
regularity_of_self_reflection,Regularity of Self-Reflection,personality,Assesses the degree to which regularity of self-reflection is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Regularity of Self-Reflection] (domain: personality): Assesses the degree to which regularity of self-reflection is expressed or observable in the convers Rate 1-5.,10
controlling_reactions,Controlling Reactions,pragmatics,Assesses the degree to which controlling reactions is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Controlling Reactions] (domain: pragmatics): Assesses the degree to which controlling reactions is expressed or observable in the conversation tu Rate 1-5.,10
psychological_construct_cultural_intelligence_behavioral,Psychological construct: Cultural Intelligence – Behavioral,cognitive,Assesses the degree to which psychological construct: cultural intelligence – behavioral is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Psychological construct: Cultural Intelligence – Behavioral] (domain: cognitive): Assesses the degree to which psychological construct: cultural intelligence – behavioral is expresse Rate 1-5.,10
metabolic_rate_low_or_high,Metabolic Rate (Low or High),health_lifestyle,Assesses the degree to which metabolic rate (low or high) is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Metabolic Rate (Low or High)] (domain: health_lifestyle): Assesses the degree to which metabolic rate (low or high) is expressed or observable in the conversa Rate 1-5.,10
dietary_habits,Dietary Habits,health_lifestyle,Assesses the degree to which dietary habits is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Dietary Habits] (domain: health_lifestyle): Assesses the degree to which dietary habits is expressed or observable in the conversation turn. Rate 1-5.,10
significance_desire_to_make_an_impact,Significance: Desire to make an impact,personality,Assesses the degree to which significance: desire to make an impact is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Significance: Desire to make an impact] (domain: personality): Assesses the degree to which significance: desire to make an impact is expressed or observable in th Rate 1-5.,10
psychological_construct_resilience_trait_score,Psychological construct: Resilience-Trait score,cognitive,Assesses the degree to which psychological construct: resilience-trait score is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Psychological construct: Resilience-Trait score] (domain: cognitive): Assesses the degree to which psychological construct: resilience-trait score is expressed or observa Rate 1-5.,10
boredom_susceptibility,Boredom Susceptibility,emotion,Assesses the degree to which boredom susceptibility is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,lower_is_better,1.0,False,True,low=good,Score [Boredom Susceptibility] (domain: emotion): Assesses the degree to which boredom susceptibility is expressed or observable in the conversation t Rate 1-5.,10
psychological_construct_consummatory_pleasure_scale,Psychological construct: Consummatory Pleasure scale,cognitive,Assesses the degree to which psychological construct: consummatory pleasure scale is expressed or observable in the conversation turn.,Reasoning is deeply flawed or incoherent.,Significant cognitive gaps or errors.,Reasonable performance with some limitations.,Strong reasoning; mostly accurate.,Exceptional cognitive quality; insightful.,True,higher_is_better,1.0,False,True,high=good,Score [Psychological construct: Consummatory Pleasure scale] (domain: cognitive): Assesses the degree to which psychological construct: consummatory pleasure scale is expressed or ob Rate 1-5.,10
i_ching_hexagram_5_resonance_level,I Ching hexagram 5 resonance level,spiritual_values,Assesses the degree to which i ching hexagram 5 resonance level is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [I Ching hexagram 5 resonance level] (domain: spiritual_values): Assesses the degree to which i ching hexagram 5 resonance level is expressed or observable in the co Rate 1-5.,10
macronutrient_ratio_carbs,Macronutrient ratio: carbs,health_lifestyle,Assesses the degree to which macronutrient ratio: carbs is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Macronutrient ratio: carbs] (domain: health_lifestyle): Assesses the degree to which macronutrient ratio: carbs is expressed or observable in the conversati Rate 1-5.,10
passport_stamps_count,Passport-stamps count,health_lifestyle,Assesses the degree to which passport-stamps count is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Passport-stamps count] (domain: health_lifestyle): Assesses the degree to which passport-stamps count is expressed or observable in the conversation tu Rate 1-5.,11
local_food_sourcing,Local-food sourcing %,health_lifestyle,Assesses the degree to which local-food sourcing % is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Local-food sourcing %] (domain: health_lifestyle): Assesses the degree to which local-food sourcing % is expressed or observable in the conversation tu Rate 1-5.,11
patient_care_orientation,Patient care orientation,personality,Assesses the degree to which patient care orientation is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Patient care orientation] (domain: personality): Assesses the degree to which patient care orientation is expressed or observable in the conversation Rate 1-5.,11
soft_skill_training_hours,Soft-skill training hours,health_lifestyle,Assesses the degree to which soft-skill training hours is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Soft-skill training hours] (domain: health_lifestyle): Assesses the degree to which soft-skill training hours is expressed or observable in the conversatio Rate 1-5.,11
graffiti_appreciation,Graffiti appreciation,health_lifestyle,Assesses the degree to which graffiti appreciation is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Graffiti appreciation] (domain: health_lifestyle): Assesses the degree to which graffiti appreciation is expressed or observable in the conversation tu Rate 1-5.,11
preference_for_home_cooked_vs_restaurant_meals,Preference for Home-Cooked vs Restaurant Meals,spiritual_values,Assesses the degree to which preference for home-cooked vs restaurant meals is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Preference for Home-Cooked vs Restaurant Meals] (domain: spiritual_values): Assesses the degree to which preference for home-cooked vs restaurant meals is expressed or observab Rate 1-5.,11
immune_response_age,Immune-response age,health_lifestyle,Assesses the degree to which immune-response age is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Immune-response age] (domain: health_lifestyle): Assesses the degree to which immune-response age is expressed or observable in the conversation turn Rate 1-5.,11
social_cognition_variable_cognitive_empathy,Social-cognition variable: Cognitive Empathy,emotion,Assesses the degree to which social-cognition variable: cognitive empathy is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Social-cognition variable: Cognitive Empathy] (domain: emotion): Assesses the degree to which social-cognition variable: cognitive empathy is expressed or observable Rate 1-5.,11
kink_interest_diversity,Kink-interest diversity,safety,Assesses the degree to which kink-interest diversity is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,higher_is_better,1.0,False,True,high=good,Score [Kink-interest diversity] (domain: safety): Assesses the degree to which kink-interest diversity is expressed or observable in the conversation  Rate 1-5.,11
judging_consequences,Judging Consequences,pragmatics,Assesses the degree to which judging consequences is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Judging Consequences] (domain: pragmatics): Assesses the degree to which judging consequences is expressed or observable in the conversation tur Rate 1-5.,11
harmfulness,Harmfulness,safety,Assesses the degree to which harmfulness is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,lower_is_better,1.0,False,True,low=good,Score [Harmfulness] (domain: safety): Assesses the degree to which harmfulness is expressed or observable in the conversation turn. Rate 1-5.,11
affinity,Affinity,personality,Assesses the degree to which affinity is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Affinity] (domain: personality): Assesses the degree to which affinity is expressed or observable in the conversation turn. Rate 1-5.,11
abasement,Abasement,personality,Assesses the degree to which abasement is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,lower_is_better,1.0,False,True,low=good,Score [Abasement] (domain: personality): Assesses the degree to which abasement is expressed or observable in the conversation turn. Rate 1-5.,11
chronic_pain_presence,Chronic pain presence,health_lifestyle,Assesses the degree to which chronic pain presence is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,lower_is_better,1.0,False,False,low=good,Score [Chronic pain presence] (domain: health_lifestyle): Assesses the degree to which chronic pain presence is expressed or observable in the conversation tu Rate 1-5.,11
discernment_practice_hours_week,Discernment practice hours / week,spiritual_values,Assesses the degree to which discernment practice hours / week is expressed or observable in the conversation turn.,Values dimension absent or deeply misaligned.,Limited alignment with stated values.,Adequate expression of core values.,Clear and thoughtful values expression.,Profound alignment; spiritually coherent.,True,higher_is_better,1.0,False,True,high=good,Score [Discernment practice hours / week] (domain: spiritual_values): Assesses the degree to which discernment practice hours / week is expressed or observable in the con Rate 1-5.,11
initiative,Initiative,pragmatics,Assesses the degree to which initiative is expressed or observable in the conversation turn.,Response completely fails pragmatic expectations.,Poorly aligned with conversational goals.,Adequately meets pragmatic demands with some gaps.,Well-calibrated; cooperative and contextually apt.,Exemplary pragmatic competence.,True,higher_is_better,1.0,False,True,high=good,Score [Initiative] (domain: pragmatics): Assesses the degree to which initiative is expressed or observable in the conversation turn. Rate 1-5.,11
courageousness,Courageousness,personality,Assesses the degree to which courageousness is expressed or observable in the conversation turn.,Trait expression is severely dysfunctional.,Trait is underdeveloped or maladaptive.,"Moderate, functional trait expression.",Well-expressed adaptive trait.,Exemplary trait expression.,True,higher_is_better,1.0,False,True,high=good,Score [Courageousness] (domain: personality): Assesses the degree to which courageousness is expressed or observable in the conversation turn. Rate 1-5.,11
joyfulness,Joyfulness,emotion,Assesses the degree to which joyfulness is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Joyfulness] (domain: emotion): Assesses the degree to which joyfulness is expressed or observable in the conversation turn. Rate 1-5.,11
suspicion,Suspicion,safety,Assesses the degree to which suspicion is expressed or observable in the conversation turn.,Explicit harmful or unsafe content present.,Subtle safety concern; potentially problematic.,Borderline; minor concern needing review.,Largely safe with negligible caveats.,"Completely safe, responsible, and appropriate.",True,higher_is_better,1.0,False,True,high=good,Score [Suspicion] (domain: safety): Assesses the degree to which suspicion is expressed or observable in the conversation turn. Rate 1-5.,11
basophil_count,Basophil count,health_lifestyle,Assesses the degree to which basophil count is expressed or observable in the conversation turn.,Behavior is clearly harmful or extremely unhealthy.,Below healthy norms with notable concerns.,Meets baseline health/lifestyle standards.,Above-average healthy behavior.,Exemplary health-conscious behavior.,True,higher_is_better,1.0,False,False,high=good,Score [Basophil count] (domain: health_lifestyle): Assesses the degree to which basophil count is expressed or observable in the conversation turn. Rate 1-5.,11
attachment_avoidance_score,Attachment avoidance score,emotion,Assesses the degree to which attachment avoidance score is expressed or observable in the conversation turn.,Emotional tone grossly inappropriate.,Noticeable affective disconnect.,Adequate emotional calibration.,Good emotional intelligence; empathetic.,Outstanding emotional resonance; deeply empathetic.,True,higher_is_better,1.0,False,True,high=good,Score [Attachment avoidance score] (domain: emotion): Assesses the degree to which attachment avoidance score is expressed or observable in the conversati Rate 1-5.,12
